%     X       Y           lat            lon
%     m       m           deg            deg
   412000 -1083000    79.33319606  -24.17194656
   413000 -1083000    79.32993753  -24.12574459
   414000 -1083000    79.32667212  -24.07957103
   415000 -1083000    79.32339984  -24.03342589
   416000 -1083000    79.32012070  -23.98730923
   417000 -1083000    79.31683469  -23.94122105
   418000 -1083000    79.31354183  -23.89516142
   419000 -1083000    79.31024212  -23.84913034
   420000 -1083000    79.30693558  -23.80312786
   421000 -1083000    79.30362220  -23.75715402
   422000 -1083000    79.30030199  -23.71120883
   423000 -1083000    79.29697497  -23.66529234
   424000 -1083000    79.29364113  -23.61940458
   425000 -1083000    79.29030048  -23.57354557
   426000 -1083000    79.28695303  -23.52771535
   427000 -1083000    79.28359879  -23.48191396
   428000 -1083000    79.28023776  -23.43614142
   429000 -1083000    79.27686995  -23.39039776
   430000 -1083000    79.27349536  -23.34468302
   431000 -1083000    79.27011401  -23.29899723
   432000 -1083000    79.26672589  -23.25334041
   433000 -1083000    79.26333102  -23.20771259
   434000 -1083000    79.25992940  -23.16211382
   435000 -1083000    79.25652104  -23.11654411
   436000 -1083000    79.25310595  -23.07100349
   437000 -1083000    79.24968412  -23.02549201
   438000 -1083000    79.24625558  -22.98000968
   439000 -1083000    79.24282032  -22.93455653
   440000 -1083000    79.23937835  -22.88913260
   441000 -1083000    79.23592968  -22.84373791
   442000 -1083000    79.23247431  -22.79837250
   443000 -1083000    79.22901225  -22.75303638
   444000 -1083000    79.22554351  -22.70772959
   445000 -1083000    79.22206810  -22.66245216
   446000 -1083000    79.21858601  -22.61720411
   447000 -1083000    79.21509727  -22.57198548
   448000 -1083000    79.21160187  -22.52679628
   449000 -1083000    79.20809981  -22.48163656
   450000 -1083000    79.20459112  -22.43650632
   451000 -1083000    79.20107579  -22.39140561
   452000 -1083000    79.19755383  -22.34633445
   453000 -1083000    79.19402525  -22.30129287
   454000 -1083000    79.19049005  -22.25628088
   455000 -1083000    79.18694825  -22.21129852
   456000 -1083000    79.18339984  -22.16634582
   457000 -1083000    79.17984483  -22.12142280
   458000 -1083000    79.17628324  -22.07652948
   459000 -1083000    79.17271506  -22.03166590
   460000 -1083000    79.16914031  -21.98683207
   461000 -1083000    79.16555899  -21.94202803
   462000 -1083000    79.16197110  -21.89725379
   463000 -1083000    79.15837666  -21.85250939
   464000 -1083000    79.15477567  -21.80779484
   465000 -1083000    79.15116814  -21.76311017
   466000 -1083000    79.14755407  -21.71845541
   467000 -1083000    79.14393348  -21.67383058
   468000 -1083000    79.14030636  -21.62923571
   469000 -1083000    79.13667272  -21.58467081
   470000 -1083000    79.13303258  -21.54013592
   471000 -1083000    79.12938594  -21.49563104
   472000 -1083000    79.12573280  -21.45115622
   473000 -1083000    79.12207317  -21.40671147
   474000 -1083000    79.11840705  -21.36229681
   475000 -1083000    79.11473447  -21.31791228
   476000 -1083000    79.11105541  -21.27355788
   477000 -1083000    79.10736990  -21.22923364
   478000 -1083000    79.10367792  -21.18493959
   479000 -1083000    79.09997950  -21.14067574
   480000 -1083000    79.09627464  -21.09644212
   481000 -1083000    79.09256335  -21.05223876
   482000 -1083000    79.08884562  -21.00806566
   483000 -1083000    79.08512147  -20.96392286
   484000 -1083000    79.08139091  -20.91981037
   485000 -1083000    79.07765395  -20.87572822
   486000 -1083000    79.07391058  -20.83167642
   487000 -1083000    79.07016081  -20.78765500
   488000 -1083000    79.06640466  -20.74366398
   489000 -1083000    79.06264213  -20.69970337
   490000 -1083000    79.05887322  -20.65577320
   491000 -1083000    79.05509795  -20.61187349
   492000 -1083000    79.05131632  -20.56800426
   493000 -1083000    79.04752833  -20.52416553
   494000 -1083000    79.04373400  -20.48035731
   495000 -1083000    79.03993332  -20.43657963
   496000 -1083000    79.03612631  -20.39283250
   497000 -1083000    79.03231298  -20.34911595
   498000 -1083000    79.02849333  -20.30542999
   499000 -1083000    79.02466736  -20.26177465
   500000 -1083000    79.02083509  -20.21814993
   501000 -1083000    79.01699651  -20.17455586
   502000 -1083000    79.01315165  -20.13099246
   503000 -1083000    79.00930050  -20.08745974
   504000 -1083000    79.00544307  -20.04395773
   505000 -1083000    79.00157937  -20.00048643
   506000 -1083000    78.99770940  -19.95704588
   507000 -1083000    78.99383317  -19.91363607
   508000 -1083000    78.98995070  -19.87025702
   509000 -1083000    78.98606197  -19.82690880
   510000 -1083000    78.98216701  -19.78359137
   511000 -1083000    78.97826582  -19.74030475
   512000 -1083000    78.97435840  -19.69704898
   513000 -1083000    78.97044477  -19.65382406
   514000 -1083000    78.96652492  -19.61063001
   515000 -1083000    78.96259887  -19.56746685
   516000 -1083000    78.95866662  -19.52433459
   517000 -1083000    78.95472819  -19.48123325
   518000 -1083000    78.95078356  -19.43816287
   519000 -1083000    78.94683277  -19.39512339
   520000 -1083000    78.94287580  -19.35211490
   521000 -1083000    78.93891267  -19.30913739
   522000 -1083000    78.93494338  -19.26619087
   523000 -1083000    78.93096794  -19.22327536
   524000 -1083000    78.92698636  -19.18039088
   525000 -1083000    78.92299864  -19.13753743
   526000 -1083000    78.91900480  -19.09471504
   527000 -1083000    78.91500483  -19.05192371
   528000 -1083000    78.91099874  -19.00916347
   291000 -1084000    79.66596694  -29.97322148
   292000 -1084000    79.66358838  -29.92393003
   293000 -1084000    79.66120222  -29.87466141
   294000 -1084000    79.65880847  -29.82541568
   295000 -1084000    79.65640713  -29.77619291
   296000 -1084000    79.65399821  -29.72699314
   297000 -1084000    79.65158171  -29.67781643
   298000 -1084000    79.64915764  -29.62866284
   299000 -1084000    79.64672600  -29.57953242
   300000 -1084000    79.64428681  -29.53042522
   301000 -1084000    79.64184005  -29.48134133
   302000 -1084000    79.63938575  -29.43228077
   303000 -1084000    79.63692391  -29.38324360
   304000 -1084000    79.63445453  -29.33422989
   305000 -1084000    79.63197761  -29.28523968
   306000 -1084000    79.62949317  -29.23627304
   307000 -1084000    79.62700120  -29.18733000
   308000 -1084000    79.62450172  -29.13841064
   309000 -1084000    79.62199473  -29.08951500
   310000 -1084000    79.61948023  -29.04064314
   311000 -1084000    79.61695824  -28.99179511
   312000 -1084000    79.61442875  -28.94297095
   313000 -1084000    79.61189177  -28.89417076
   314000 -1084000    79.60934730  -28.84539454
   315000 -1084000    79.60679536  -28.79664238
   316000 -1084000    79.60423595  -28.74791429
   317000 -1084000    79.60166908  -28.69921037
   318000 -1084000    79.59909474  -28.65053064
   319000 -1084000    79.59651295  -28.60187517
   320000 -1084000    79.59392371  -28.55324401
   321000 -1084000    79.59132703  -28.50463720
   322000 -1084000    79.58872291  -28.45605481
   323000 -1084000    79.58611135  -28.40749687
   324000 -1084000    79.58349237  -28.35896345
   325000 -1084000    79.58086597  -28.31045459
   326000 -1084000    79.57823216  -28.26197034
   327000 -1084000    79.57559094  -28.21351076
   328000 -1084000    79.57294231  -28.16507589
   329000 -1084000    79.57028629  -28.11666579
   330000 -1084000    79.56762287  -28.06828051
   331000 -1084000    79.56495207  -28.01992009
   332000 -1084000    79.56227389  -27.97158458
   333000 -1084000    79.55958834  -27.92327404
   334000 -1084000    79.55689542  -27.87498851
   335000 -1084000    79.55419513  -27.82672805
   336000 -1084000    79.55148749  -27.77849270
   337000 -1084000    79.54877250  -27.73028251
   338000 -1084000    79.54605016  -27.68209753
   339000 -1084000    79.54332048  -27.63393780
   340000 -1084000    79.54058347  -27.58580338
   341000 -1084000    79.53783913  -27.53769432
   342000 -1084000    79.53508747  -27.48961066
   343000 -1084000    79.53232850  -27.44155244
   344000 -1084000    79.52956222  -27.39351972
   345000 -1084000    79.52678863  -27.34551255
   346000 -1084000    79.52400774  -27.29753096
   347000 -1084000    79.52121957  -27.24957502
   348000 -1084000    79.51842410  -27.20164475
   349000 -1084000    79.51562136  -27.15374022
   350000 -1084000    79.51281134  -27.10586146
   351000 -1084000    79.50999406  -27.05800853
   352000 -1084000    79.50716951  -27.01018146
   353000 -1084000    79.50433771  -26.96238031
   354000 -1084000    79.50149866  -26.91460512
   355000 -1084000    79.49865236  -26.86685593
   356000 -1084000    79.49579883  -26.81913279
   357000 -1084000    79.49293807  -26.77143575
   358000 -1084000    79.49007007  -26.72376484
   359000 -1084000    79.48719486  -26.67612012
   360000 -1084000    79.48431244  -26.62850163
   361000 -1084000    79.48142281  -26.58090941
   362000 -1084000    79.47852597  -26.53334350
   363000 -1084000    79.47562194  -26.48580395
   364000 -1084000    79.47271073  -26.43829081
   365000 -1084000    79.46979232  -26.39080411
   366000 -1084000    79.46686675  -26.34334391
   367000 -1084000    79.46393400  -26.29591023
   368000 -1084000    79.46099408  -26.24850313
   369000 -1084000    79.45804701  -26.20112265
   370000 -1084000    79.45509279  -26.15376881
   371000 -1084000    79.45213141  -26.10644170
   372000 -1084000    79.44916290  -26.05914133
   373000 -1084000    79.44618726  -26.01186774
   374000 -1084000    79.44320448  -25.96462097
   375000 -1084000    79.44021459  -25.91740108
   376000 -1084000    79.43721758  -25.87020809
   377000 -1084000    79.43421346  -25.82304206
   378000 -1084000    79.43120223  -25.77590302
   379000 -1084000    79.42818391  -25.72879101
   380000 -1084000    79.42515850  -25.68170607
   381000 -1084000    79.42212601  -25.63464824
   382000 -1084000    79.41908643  -25.58761757
   383000 -1084000    79.41603979  -25.54061409
   384000 -1084000    79.41298608  -25.49363785
   385000 -1084000    79.40992531  -25.44668887
   386000 -1084000    79.40685749  -25.39976721
   387000 -1084000    79.40378262  -25.35287289
   388000 -1084000    79.40070071  -25.30600597
   389000 -1084000    79.39761176  -25.25916647
   390000 -1084000    79.39451579  -25.21235444
   391000 -1084000    79.39141280  -25.16556992
   392000 -1084000    79.38830279  -25.11881293
   393000 -1084000    79.38518577  -25.07208353
   394000 -1084000    79.38206175  -25.02538174
   395000 -1084000    79.37893073  -24.97870761
   396000 -1084000    79.37579272  -24.93206117
   397000 -1084000    79.37264773  -24.88544247
   398000 -1084000    79.36949576  -24.83885153
   399000 -1084000    79.36633682  -24.79228839
   400000 -1084000    79.36317092  -24.74575310
   401000 -1084000    79.35999806  -24.69924568
   402000 -1084000    79.35681824  -24.65276617
   403000 -1084000    79.35363148  -24.60631462
   404000 -1084000    79.35043779  -24.55989104
   405000 -1084000    79.34723715  -24.51349549
   406000 -1084000    79.34402960  -24.46712800
   407000 -1084000    79.34081512  -24.42078859
   408000 -1084000    79.33759373  -24.37447731
   409000 -1084000    79.33436543  -24.32819420
   410000 -1084000    79.33113023  -24.28193927
   411000 -1084000    79.32788814  -24.23571258
   412000 -1084000    79.32463916  -24.18951415
   413000 -1084000    79.32138330  -24.14334403
   414000 -1084000    79.31812057  -24.09720223
   415000 -1084000    79.31485096  -24.05108880
   416000 -1084000    79.31157450  -24.00500377
   417000 -1084000    79.30829117  -23.95894717
   418000 -1084000    79.30500100  -23.91291904
   419000 -1084000    79.30170399  -23.86691941
   420000 -1084000    79.29840014  -23.82094831
   421000 -1084000    79.29508946  -23.77500579
   422000 -1084000    79.29177196  -23.72909183
   423000 -1084000    79.28844765  -23.68320652
   424000 -1084000    79.28511652  -23.63734987
   425000 -1084000    79.28177859  -23.59152192
   426000 -1084000    79.27843386  -23.54572269
   427000 -1084000    79.27508234  -23.49995221
   428000 -1084000    79.27172404  -23.45421052
   429000 -1084000    79.26835896  -23.40849765
   430000 -1084000    79.26498711  -23.36281364
   431000 -1084000    79.26160850  -23.31715850
   432000 -1084000    79.25822312  -23.27153227
   433000 -1084000    79.25483100  -23.22593498
   434000 -1084000    79.25143213  -23.18036667
   435000 -1084000    79.24802653  -23.13482735
   436000 -1084000    79.24461419  -23.08931707
   437000 -1084000    79.24119513  -23.04383585
   438000 -1084000    79.23776935  -22.99838371
   439000 -1084000    79.23433686  -22.95296070
   440000 -1084000    79.23089766  -22.90756683
   441000 -1084000    79.22745176  -22.86220215
   442000 -1084000    79.22399918  -22.81686667
   443000 -1084000    79.22053990  -22.77156042
   444000 -1084000    79.21707395  -22.72628344
   445000 -1084000    79.21360133  -22.68103574
   446000 -1084000    79.21012204  -22.63581737
   447000 -1084000    79.20663609  -22.59062834
   448000 -1084000    79.20314349  -22.54546869
   449000 -1084000    79.19964424  -22.50033844
   450000 -1084000    79.19613836  -22.45523762
   451000 -1084000    79.19262584  -22.41016625
   452000 -1084000    79.18910670  -22.36512437
   453000 -1084000    79.18558094  -22.32011200
   454000 -1084000    79.18204856  -22.27512916
   455000 -1084000    79.17850958  -22.23017589
   456000 -1084000    79.17496400  -22.18525220
   457000 -1084000    79.17141183  -22.14035813
   458000 -1084000    79.16785307  -22.09549370
   459000 -1084000    79.16428773  -22.05065893
   460000 -1084000    79.16071582  -22.00585386
   461000 -1084000    79.15713735  -21.96107851
   462000 -1084000    79.15355231  -21.91633289
   463000 -1084000    79.14996073  -21.87161705
   464000 -1084000    79.14636259  -21.82693099
   465000 -1084000    79.14275792  -21.78227475
   466000 -1084000    79.13914672  -21.73764835
   467000 -1084000    79.13552899  -21.69305182
   468000 -1084000    79.13190474  -21.64848517
   469000 -1084000    79.12827398  -21.60394844
   470000 -1084000    79.12463671  -21.55944164
   471000 -1084000    79.12099295  -21.51496478
   472000 -1084000    79.11734269  -21.47051795
   473000 -1084000    79.11368594  -21.42610110
   474000 -1084000    79.11002272  -21.38171428
   475000 -1084000    79.10635303  -21.33735751
   476000 -1084000    79.10267687  -21.29303082
   477000 -1084000    79.09899425  -21.24873422
   478000 -1084000    79.09530518  -21.20446774
   479000 -1084000    79.09160966  -21.16023141
   480000 -1084000    79.08790771  -21.11602523
   481000 -1084000    79.08419932  -21.07184925
   482000 -1084000    79.08048451  -21.02770346
   483000 -1084000    79.07676328  -20.98358791
   484000 -1084000    79.07303564  -20.93950260
   485000 -1084000    79.06930160  -20.89544757
   486000 -1084000    79.06556115  -20.85142282
   487000 -1084000    79.06181432  -20.80742839
   488000 -1084000    79.05806110  -20.76346429
   489000 -1084000    79.05430150  -20.71953054
   490000 -1084000    79.05053554  -20.67562717
   491000 -1084000    79.04676320  -20.63175418
   492000 -1084000    79.04298451  -20.58791161
   493000 -1084000    79.03919947  -20.54409947
   494000 -1084000    79.03540809  -20.50031779
   495000 -1084000    79.03161037  -20.45656657
   496000 -1084000    79.02780632  -20.41284585
   497000 -1084000    79.02399594  -20.36915563
   498000 -1084000    79.02017925  -20.32549594
   499000 -1084000    79.01635625  -20.28186680
   500000 -1084000    79.01252694  -20.23826823
   501000 -1084000    79.00869134  -20.19470023
   502000 -1084000    79.00484945  -20.15116284
   503000 -1084000    79.00100127  -20.10765607
   504000 -1084000    78.99714682  -20.06417994
   505000 -1084000    78.99328610  -20.02073446
   506000 -1084000    78.98941912  -19.97731963
   507000 -1084000    78.98554588  -19.93393554
   508000 -1084000    78.98166639  -19.89058213
   509000 -1084000    78.97778066  -19.84725945
   510000 -1084000    78.97388869  -19.80396750
   511000 -1084000    78.96999050  -19.76070632
   512000 -1084000    78.96608608  -19.71747591
   513000 -1084000    78.96217545  -19.67427628
   514000 -1084000    78.95825861  -19.63110747
   515000 -1084000    78.95433557  -19.58796948
   516000 -1084000    78.95040633  -19.54486233
   517000 -1084000    78.94647090  -19.50178603
   518000 -1084000    78.94252930  -19.45874060
   519000 -1084000    78.93858152  -19.41572606
   520000 -1084000    78.93462757  -19.37274241
   521000 -1084000    78.93066746  -19.32978969
   522000 -1084000    78.92670120  -19.28686789
   523000 -1084000    78.92272879  -19.24397704
   524000 -1084000    78.91875024  -19.20111714
   525000 -1084000    78.91476556  -19.15828822
   526000 -1084000    78.91077475  -19.11549029
   527000 -1084000    78.90677782  -19.07272337
   528000 -1084000    78.90277478  -19.02998745
   291000 -1085000    79.65712054  -29.98644546
   292000 -1085000    79.65474406  -29.93719332
   293000 -1085000    79.65235998  -29.88796395
   294000 -1085000    79.64996831  -29.83875742
   295000 -1085000    79.64756907  -29.78957378
   296000 -1085000    79.64516224  -29.74041309
   297000 -1085000    79.64274785  -29.69127541
   298000 -1085000    79.64032589  -29.64216078
   299000 -1085000    79.63789637  -29.59306927
   300000 -1085000    79.63545929  -29.54400093
   301000 -1085000    79.63301467  -29.49495582
   302000 -1085000    79.63056250  -29.44593399
   303000 -1085000    79.62810280  -29.39693550
   304000 -1085000    79.62563556  -29.34796040
   305000 -1085000    79.62316079  -29.29900875
   306000 -1085000    79.62067850  -29.25008059
   307000 -1085000    79.61818870  -29.20117600
   308000 -1085000    79.61569138  -29.15229502
   309000 -1085000    79.61318656  -29.10343770
   310000 -1085000    79.61067424  -29.05460410
   311000 -1085000    79.60815443  -29.00579427
   312000 -1085000    79.60562712  -28.95700827
   313000 -1085000    79.60309234  -28.90824614
   314000 -1085000    79.60055007  -28.85950795
   315000 -1085000    79.59800034  -28.81079374
   316000 -1085000    79.59544314  -28.76210357
   317000 -1085000    79.59287848  -28.71343748
   318000 -1085000    79.59030636  -28.66479555
   319000 -1085000    79.58772679  -28.61617781
   320000 -1085000    79.58513978  -28.56758431
   321000 -1085000    79.58254534  -28.51901511
   322000 -1085000    79.57994346  -28.47047026
   323000 -1085000    79.57733415  -28.42194981
   324000 -1085000    79.57471742  -28.37345381
   325000 -1085000    79.57209328  -28.32498231
   326000 -1085000    79.56946173  -28.27653537
   327000 -1085000    79.56682277  -28.22811303
   328000 -1085000    79.56417642  -28.17971534
   329000 -1085000    79.56152267  -28.13134236
   330000 -1085000    79.55886154  -28.08299414
   331000 -1085000    79.55619303  -28.03467072
   332000 -1085000    79.55351714  -27.98637215
   333000 -1085000    79.55083389  -27.93809849
   334000 -1085000    79.54814327  -27.88984978
   335000 -1085000    79.54544529  -27.84162607
   336000 -1085000    79.54273996  -27.79342741
   337000 -1085000    79.54002729  -27.74525385
   338000 -1085000    79.53730728  -27.69710544
   339000 -1085000    79.53457993  -27.64898223
   340000 -1085000    79.53184525  -27.60088426
   341000 -1085000    79.52910325  -27.55281158
   342000 -1085000    79.52635394  -27.50476424
   343000 -1085000    79.52359732  -27.45674227
   344000 -1085000    79.52083339  -27.40874577
   345000 -1085000    79.51806216  -27.36077473
   346000 -1085000    79.51528364  -27.31282922
   347000 -1085000    79.51249783  -27.26490929
   348000 -1085000    79.50970474  -27.21701498
   349000 -1085000    79.50690438  -27.16914633
   350000 -1085000    79.50409674  -27.12130340
   351000 -1085000    79.50128185  -27.07348623
   352000 -1085000    79.49845970  -27.02569487
   353000 -1085000    79.49563029  -26.97792936
   354000 -1085000    79.49279364  -26.93018974
   355000 -1085000    79.48994976  -26.88247607
   356000 -1085000    79.48709864  -26.83478838
   357000 -1085000    79.48424029  -26.78712673
   358000 -1085000    79.48137472  -26.73949115
   359000 -1085000    79.47850194  -26.69188169
   360000 -1085000    79.47562194  -26.64429840
   361000 -1085000    79.47273475  -26.59674132
   362000 -1085000    79.46984036  -26.54921049
   363000 -1085000    79.46693878  -26.50170595
   364000 -1085000    79.46403001  -26.45422776
   365000 -1085000    79.46111406  -26.40677595
   366000 -1085000    79.45819095  -26.35935056
   367000 -1085000    79.45526066  -26.31195164
   368000 -1085000    79.45232322  -26.26457924
   369000 -1085000    79.44937862  -26.21723339
   370000 -1085000    79.44642687  -26.16991413
   371000 -1085000    79.44346799  -26.12262152
   372000 -1085000    79.44050196  -26.07535558
   373000 -1085000    79.43752881  -26.02811637
   374000 -1085000    79.43454853  -25.98090392
   375000 -1085000    79.43156114  -25.93371828
   376000 -1085000    79.42856664  -25.88655948
   377000 -1085000    79.42556503  -25.83942757
   378000 -1085000    79.42255632  -25.79232258
   379000 -1085000    79.41954052  -25.74524457
   380000 -1085000    79.41651764  -25.69819356
   381000 -1085000    79.41348767  -25.65116961
   382000 -1085000    79.41045063  -25.60417274
   383000 -1085000    79.40740652  -25.55720300
   384000 -1085000    79.40435536  -25.51026043
   385000 -1085000    79.40129713  -25.46334506
   386000 -1085000    79.39823186  -25.41645694
   387000 -1085000    79.39515955  -25.36959611
   388000 -1085000    79.39208020  -25.32276261
   389000 -1085000    79.38899382  -25.27595646
   390000 -1085000    79.38590042  -25.22917772
   391000 -1085000    79.38279999  -25.18242642
   392000 -1085000    79.37969256  -25.13570260
   393000 -1085000    79.37657813  -25.08900629
   394000 -1085000    79.37345669  -25.04233754
   395000 -1085000    79.37032827  -24.99569636
   396000 -1085000    79.36719285  -24.94908284
   397000 -1085000    79.36405046  -24.90249697
   398000 -1085000    79.36090110  -24.85593880
   399000 -1085000    79.35774476  -24.80940838
   400000 -1085000    79.35458147  -24.76290572
   401000 -1085000    79.35141123  -24.71643088
   402000 -1085000    79.34823403  -24.66998389
   403000 -1085000    79.34504990  -24.62356479
   404000 -1085000    79.34185883  -24.57717360
   405000 -1085000    79.33866083  -24.53081037
   406000 -1085000    79.33545591  -24.48447513
   407000 -1085000    79.33224407  -24.43816791
   408000 -1085000    79.32902533  -24.39188876
   409000 -1085000    79.32579968  -24.34563770
   410000 -1085000    79.32256713  -24.29941478
   411000 -1085000    79.31932770  -24.25322001
   412000 -1085000    79.31608138  -24.20705345
   413000 -1085000    79.31282818  -24.16091512
   414000 -1085000    79.30956812  -24.11480506
   415000 -1085000    79.30630119  -24.06872330
   416000 -1085000    79.30302740  -24.02266988
   417000 -1085000    79.29974676  -23.97664482
   418000 -1085000    79.29645927  -23.93064816
   419000 -1085000    79.29316495  -23.88467994
   420000 -1085000    79.28986379  -23.83874018
   421000 -1085000    79.28655581  -23.79282893
   422000 -1085000    79.28324101  -23.74694620
   423000 -1085000    79.27991940  -23.70109204
   424000 -1085000    79.27659098  -23.65526648
   425000 -1085000    79.27325576  -23.60946954
   426000 -1085000    79.26991375  -23.56370126
   427000 -1085000    79.26656495  -23.51796167
   428000 -1085000    79.26320938  -23.47225081
   429000 -1085000    79.25984703  -23.42656870
   430000 -1085000    79.25647791  -23.38091537
   431000 -1085000    79.25310203  -23.33529086
   432000 -1085000    79.24971940  -23.28969519
   433000 -1085000    79.24633002  -23.24412840
   434000 -1085000    79.24293389  -23.19859051
   435000 -1085000    79.23953104  -23.15308156
   436000 -1085000    79.23612146  -23.10760158
   437000 -1085000    79.23270515  -23.06215059
   438000 -1085000    79.22928213  -23.01672863
   439000 -1085000    79.22585241  -22.97133572
   440000 -1085000    79.22241598  -22.92597189
   441000 -1085000    79.21897285  -22.88063719
   442000 -1085000    79.21552304  -22.83533160
   443000 -1085000    79.21206655  -22.79005520
   444000 -1085000    79.20860338  -22.74480799
   445000 -1085000    79.20513355  -22.69959001
   446000 -1085000    79.20165705  -22.65440128
   447000 -1085000    79.19817389  -22.60924183
   448000 -1085000    79.19468409  -22.56411169
   449000 -1085000    79.19118764  -22.51901089
   450000 -1085000    79.18768456  -22.47393945
   451000 -1085000    79.18417486  -22.42889741
   452000 -1085000    79.18065852  -22.38388478
   453000 -1085000    79.17713558  -22.33890159
   454000 -1085000    79.17360602  -22.29394788
   455000 -1085000    79.17006986  -22.24902366
   456000 -1085000    79.16652711  -22.20412896
   457000 -1085000    79.16297776  -22.15926382
   458000 -1085000    79.15942184  -22.11442825
   459000 -1085000    79.15585934  -22.06962228
   460000 -1085000    79.15229027  -22.02484593
   461000 -1085000    79.14871463  -21.98009924
   462000 -1085000    79.14513245  -21.93538223
   463000 -1085000    79.14154371  -21.89069491
   464000 -1085000    79.13794843  -21.84603732
   465000 -1085000    79.13434661  -21.80140949
   466000 -1085000    79.13073827  -21.75681142
   467000 -1085000    79.12712340  -21.71224316
   468000 -1085000    79.12350201  -21.66770472
   469000 -1085000    79.11987412  -21.62319613
   470000 -1085000    79.11623973  -21.57871741
   471000 -1085000    79.11259884  -21.53426858
   472000 -1085000    79.10895146  -21.48984967
   473000 -1085000    79.10529759  -21.44546072
   474000 -1085000    79.10163726  -21.40110169
   475000 -1085000    79.09797045  -21.35677267
   476000 -1085000    79.09429718  -21.31247366
   477000 -1085000    79.09061746  -21.26820468
   478000 -1085000    79.08693129  -21.22396576
   479000 -1085000    79.08323867  -21.17975691
   480000 -1085000    79.07953962  -21.13557816
   481000 -1085000    79.07583414  -21.09142953
   482000 -1085000    79.07212224  -21.04731104
   483000 -1085000    79.06840393  -21.00322269
   484000 -1085000    79.06467920  -20.95916457
   485000 -1085000    79.06094807  -20.91513663
   486000 -1085000    79.05721055  -20.87113892
   487000 -1085000    79.05346664  -20.82717145
   488000 -1085000    79.04971635  -20.78323425
   489000 -1085000    79.04595969  -20.73932734
   490000 -1085000    79.04219665  -20.69545073
   491000 -1085000    79.03842726  -20.65160446
   492000 -1085000    79.03465151  -20.60778853
   493000 -1085000    79.03086941  -20.56400297
   494000 -1085000    79.02708097  -20.52024779
   495000 -1085000    79.02328620  -20.47652302
   496000 -1085000    79.01948510  -20.43282868
   497000 -1085000    79.01567768  -20.38916478
   498000 -1085000    79.01186395  -20.34553134
   499000 -1085000    79.00804390  -20.30192839
   500000 -1085000    79.00421756  -20.25835594
   501000 -1085000    79.00038493  -20.21481398
   502000 -1085000    78.99654600  -20.17130260
   503000 -1085000    78.99270080  -20.12782176
   504000 -1085000    78.98884932  -20.08437149
   505000 -1085000    78.98499158  -20.04095181
   506000 -1085000    78.98112757  -19.99756274
   507000 -1085000    78.97725732  -19.95420429
   508000 -1085000    78.97338081  -19.91087649
   509000 -1085000    78.96949807  -19.86757935
   510000 -1085000    78.96560910  -19.82431288
   511000 -1085000    78.96171390  -19.78107711
   512000 -1085000    78.95781247  -19.73787204
   513000 -1085000    78.95390484  -19.69469770
   514000 -1085000    78.94999100  -19.65155411
   515000 -1085000    78.94607097  -19.60844127
   516000 -1085000    78.94214474  -19.56535921
   517000 -1085000    78.93821232  -19.52230794
   518000 -1085000    78.93427373  -19.47928747
   519000 -1085000    78.93032896  -19.43629782
   520000 -1085000    78.92637803  -19.39333901
   521000 -1085000    78.92242094  -19.35041105
   522000 -1085000    78.91845770  -19.30751396
   523000 -1085000    78.91448832  -19.26464775
   524000 -1085000    78.91051280  -19.22181243
   525000 -1085000    78.90653115  -19.17900803
   526000 -1085000    78.90254337  -19.13623454
   527000 -1085000    78.89854947  -19.09349200
   528000 -1085000    78.89454947  -19.05078041
   529000 -1085000    78.89054336  -19.00809978
   291000 -1086000    79.64827371  -29.99964672
   292000 -1086000    79.64589930  -29.95043383
   293000 -1086000    79.64351730  -29.90124366
   294000 -1086000    79.64112772  -29.85207627
   295000 -1086000    79.63873056  -29.80293171
   296000 -1086000    79.63632583  -29.75381005
   297000 -1086000    79.63391354  -29.70471132
   298000 -1086000    79.63149369  -29.65563561
   299000 -1086000    79.62906628  -29.60658295
   300000 -1086000    79.62663132  -29.55755340
   301000 -1086000    79.62418882  -29.50854702
   302000 -1086000    79.62173878  -29.45956387
   303000 -1086000    79.61928121  -29.41060400
   304000 -1086000    79.61681611  -29.36166746
   305000 -1086000    79.61434349  -29.31275431
   306000 -1086000    79.61186336  -29.26386460
   307000 -1086000    79.60937571  -29.21499839
   308000 -1086000    79.60688055  -29.16615573
   309000 -1086000    79.60437790  -29.11733668
   310000 -1086000    79.60186775  -29.06854129
   311000 -1086000    79.59935012  -29.01976961
   312000 -1086000    79.59682500  -28.97102169
   313000 -1086000    79.59429240  -28.92229760
   314000 -1086000    79.59175233  -28.87359738
   315000 -1086000    79.58920480  -28.82492108
   316000 -1086000    79.58664980  -28.77626876
   317000 -1086000    79.58408735  -28.72764048
   318000 -1086000    79.58151745  -28.67903627
   319000 -1086000    79.57894011  -28.63045620
   320000 -1086000    79.57635533  -28.58190031
   321000 -1086000    79.57376311  -28.53336867
   322000 -1086000    79.57116347  -28.48486131
   323000 -1086000    79.56855640  -28.43637830
   324000 -1086000    79.56594193  -28.38791966
   325000 -1086000    79.56332004  -28.33948548
   326000 -1086000    79.56069074  -28.29107579
   327000 -1086000    79.55805405  -28.24269064
   328000 -1086000    79.55540997  -28.19433009
   329000 -1086000    79.55275850  -28.14599418
   330000 -1086000    79.55009965  -28.09768297
   331000 -1086000    79.54743342  -28.04939650
