%     X       Y           lat            lon
%     m       m           deg            deg
   452000 -1123000    78.85888387  -23.07554408
   453000 -1123000    78.85546500  -23.03165036
   454000 -1123000    78.85203966  -22.98778375
   455000 -1123000    78.84860784  -22.94394428
   456000 -1123000    78.84516956  -22.90013197
   457000 -1123000    78.84172482  -22.85634686
   458000 -1123000    78.83827362  -22.81258896
   459000 -1123000    78.83481598  -22.76885830
   460000 -1123000    78.83135190  -22.72515491
   461000 -1123000    78.82788138  -22.68147881
   462000 -1123000    78.82440444  -22.63783003
   463000 -1123000    78.82092107  -22.59420859
   464000 -1123000    78.81743128  -22.55061452
   465000 -1123000    78.81393509  -22.50704784
   466000 -1123000    78.81043249  -22.46350858
   467000 -1123000    78.80692349  -22.41999676
   468000 -1123000    78.80340810  -22.37651241
   469000 -1123000    78.79988633  -22.33305554
   470000 -1123000    78.79635817  -22.28962619
   471000 -1123000    78.79282365  -22.24622437
   472000 -1123000    78.78928275  -22.20285012
   473000 -1123000    78.78573550  -22.15950345
   474000 -1123000    78.78218189  -22.11618438
   475000 -1123000    78.77862193  -22.07289295
   476000 -1123000    78.77505563  -22.02962917
   477000 -1123000    78.77148300  -21.98639307
   478000 -1123000    78.76790403  -21.94318466
   479000 -1123000    78.76431874  -21.90000399
   480000 -1123000    78.76072714  -21.85685104
   481000 -1123000    78.75712922  -21.81372586
   482000 -1123000    78.75352500  -21.77062848
   483000 -1123000    78.74991448  -21.72755890
   484000 -1123000    78.74629767  -21.68451715
   485000 -1123000    78.74267458  -21.64150326
   486000 -1123000    78.73904520  -21.59851724
   487000 -1123000    78.73540955  -21.55555912
   488000 -1123000    78.73176763  -21.51262891
   489000 -1123000    78.72811945  -21.46972665
   490000 -1123000    78.72446502  -21.42685234
   491000 -1123000    78.72080434  -21.38400601
   492000 -1123000    78.71713741  -21.34118768
   493000 -1123000    78.71346425  -21.29839736
   494000 -1123000    78.70978486  -21.25563509
   495000 -1123000    78.70609925  -21.21290088
   496000 -1123000    78.70240742  -21.17019475
   497000 -1123000    78.69870938  -21.12751672
   498000 -1123000    78.69500513  -21.08486681
   499000 -1123000    78.69129469  -21.04224504
   500000 -1123000    78.68757805  -20.99965143
   501000 -1123000    78.68385523  -20.95708599
   502000 -1123000    78.68012623  -20.91454875
   503000 -1123000    78.67639106  -20.87203972
   504000 -1123000    78.67264972  -20.82955893
   505000 -1123000    78.66890222  -20.78710639
   506000 -1123000    78.66514856  -20.74468212
   507000 -1123000    78.66138876  -20.70228614
   508000 -1123000    78.65762281  -20.65991847
   509000 -1123000    78.65385073  -20.61757912
   510000 -1123000    78.65007252  -20.57526812
   511000 -1123000    78.64628819  -20.53298548
   512000 -1123000    78.64249774  -20.49073121
   513000 -1123000    78.63870118  -20.44850534
   514000 -1123000    78.63489852  -20.40630788
   515000 -1123000    78.63108976  -20.36413885
   516000 -1123000    78.62727491  -20.32199827
   517000 -1123000    78.62345397  -20.27988615
   518000 -1123000    78.61962696  -20.23780251
   519000 -1123000    78.61579387  -20.19574737
   520000 -1123000    78.61195471  -20.15372074
   521000 -1123000    78.60810950  -20.11172264
   522000 -1123000    78.60425824  -20.06975308
   523000 -1123000    78.60040092  -20.02781209
   524000 -1123000    78.59653757  -19.98589967
   525000 -1123000    78.59266818  -19.94401584
   526000 -1123000    78.58879277  -19.90216062
   527000 -1123000    78.58491133  -19.86033403
   528000 -1123000    78.58102388  -19.81853607
   529000 -1123000    78.57713041  -19.77676676
   530000 -1123000    78.57323095  -19.73502613
   531000 -1123000    78.56932549  -19.69331417
   532000 -1123000    78.56541404  -19.65163092
   533000 -1123000    78.56149660  -19.60997637
   534000 -1123000    78.55757319  -19.56835056
   535000 -1123000    78.55364381  -19.52675348
   536000 -1123000    78.54970846  -19.48518516
   537000 -1123000    78.54576716  -19.44364560
   538000 -1123000    78.54181990  -19.40213483
   539000 -1123000    78.53786670  -19.36065286
   540000 -1123000    78.53390755  -19.31919969
   541000 -1123000    78.52994248  -19.27777535
   542000 -1123000    78.52597148  -19.23637984
   543000 -1123000    78.52199456  -19.19501318
   544000 -1123000    78.51801172  -19.15367538
   545000 -1123000    78.51402298  -19.11236646
   546000 -1123000    78.51002833  -19.07108642
   547000 -1123000    78.50602779  -19.02983529
   302000 -1124000    79.28610749  -29.96076490
   303000 -1124000    79.28372853  -29.91323276
   304000 -1124000    79.28134226  -29.86572187
   305000 -1124000    79.27894867  -29.81823228
   306000 -1124000    79.27654776  -29.77076404
   307000 -1124000    79.27413955  -29.72331721
   308000 -1124000    79.27172404  -29.67589183
   309000 -1124000    79.26930123  -29.62848795
   310000 -1124000    79.26687113  -29.58110563
   311000 -1124000    79.26443374  -29.53374491
   312000 -1124000    79.26198908  -29.48640585
   313000 -1124000    79.25953713  -29.43908849
   314000 -1124000    79.25707792  -29.39179288
   315000 -1124000    79.25461143  -29.34451908
   316000 -1124000    79.25213769  -29.29726713
   317000 -1124000    79.24965669  -29.25003708
   318000 -1124000    79.24716844  -29.20282897
   319000 -1124000    79.24467295  -29.15564287
   320000 -1124000    79.24217021  -29.10847882
   321000 -1124000    79.23966024  -29.06133686
   322000 -1124000    79.23714304  -29.01421704
   323000 -1124000    79.23461862  -28.96711941
   324000 -1124000    79.23208697  -28.92004404
   325000 -1124000    79.22954811  -28.87299094
   326000 -1124000    79.22700204  -28.82596018
   327000 -1124000    79.22444877  -28.77895181
   328000 -1124000    79.22188830  -28.73196586
   329000 -1124000    79.21932063  -28.68500239
   330000 -1124000    79.21674578  -28.63806145
   331000 -1124000    79.21416374  -28.59114309
   332000 -1124000    79.21157453  -28.54424732
   333000 -1124000    79.20897815  -28.49737422
   334000 -1124000    79.20637459  -28.45052384
   335000 -1124000    79.20376388  -28.40369621
   336000 -1124000    79.20114601  -28.35689139
   337000 -1124000    79.19852099  -28.31010942
   338000 -1124000    79.19588882  -28.26335033
   339000 -1124000    79.19324951  -28.21661419
   340000 -1124000    79.19060307  -28.16990103
   341000 -1124000    79.18794950  -28.12321090
   342000 -1124000    79.18528880  -28.07654385
   343000 -1124000    79.18262098  -28.02989991
   344000 -1124000    79.17994605  -27.98327914
   345000 -1124000    79.17726402  -27.93668158
   346000 -1124000    79.17457488  -27.89010727
   347000 -1124000    79.17187864  -27.84355625
   348000 -1124000    79.16917531  -27.79702858
   349000 -1124000    79.16646490  -27.75052429
   350000 -1124000    79.16374740  -27.70404343
   351000 -1124000    79.16102283  -27.65758604
   352000 -1124000    79.15829119  -27.61115216
   353000 -1124000    79.15555248  -27.56474185
   354000 -1124000    79.15280672  -27.51835513
   355000 -1124000    79.15005390  -27.47199205
   356000 -1124000    79.14729403  -27.42565267
   357000 -1124000    79.14452712  -27.37933701
   358000 -1124000    79.14175318  -27.33304512
   359000 -1124000    79.13897220  -27.28677704
   360000 -1124000    79.13618420  -27.24053282
   361000 -1124000    79.13338918  -27.19431250
   362000 -1124000    79.13058714  -27.14811611
   363000 -1124000    79.12777809  -27.10194370
   364000 -1124000    79.12496204  -27.05579532
   365000 -1124000    79.12213899  -27.00967099
   366000 -1124000    79.11930895  -26.96357077
   367000 -1124000    79.11647192  -26.91749469
   368000 -1124000    79.11362791  -26.87144280
   369000 -1124000    79.11077692  -26.82541513
   370000 -1124000    79.10791897  -26.77941173
   371000 -1124000    79.10505405  -26.73343263
   372000 -1124000    79.10218217  -26.68747787
   373000 -1124000    79.09930334  -26.64154750
   374000 -1124000    79.09641756  -26.59564155
   375000 -1124000    79.09352484  -26.54976007
   376000 -1124000    79.09062518  -26.50390309
   377000 -1124000    79.08771859  -26.45807065
   378000 -1124000    79.08480508  -26.41226279
   379000 -1124000    79.08188465  -26.36647956
   380000 -1124000    79.07895730  -26.32072098
   381000 -1124000    79.07602305  -26.27498709
   382000 -1124000    79.07308189  -26.22927794
   383000 -1124000    79.07013384  -26.18359357
   384000 -1124000    79.06717890  -26.13793400
   385000 -1124000    79.06421707  -26.09229929
   386000 -1124000    79.06124836  -26.04668945
   387000 -1124000    79.05827279  -26.00110455
   388000 -1124000    79.05529034  -25.95554460
   389000 -1124000    79.05230103  -25.91000965
   390000 -1124000    79.04930486  -25.86449974
   391000 -1124000    79.04630185  -25.81901489
   392000 -1124000    79.04329199  -25.77355516
   393000 -1124000    79.04027529  -25.72812057
   394000 -1124000    79.03725176  -25.68271116
   395000 -1124000    79.03422140  -25.63732697
   396000 -1124000    79.03118422  -25.59196802
   397000 -1124000    79.02814022  -25.54663437
   398000 -1124000    79.02508941  -25.50132604
   399000 -1124000    79.02203181  -25.45604306
   400000 -1124000    79.01896740  -25.41078550
   401000 -1124000    79.01589620  -25.36555335
   402000 -1124000    79.01281821  -25.32034667
   403000 -1124000    79.00973344  -25.27516549
   404000 -1124000    79.00664190  -25.23000984
   405000 -1124000    79.00354359  -25.18487976
   406000 -1124000    79.00043852  -25.13977529
   407000 -1124000    78.99732669  -25.09469645
   408000 -1124000    78.99420811  -25.04964328
   409000 -1124000    78.99108278  -25.00461581
   410000 -1124000    78.98795071  -24.95961408
   411000 -1124000    78.98481191  -24.91463814
   412000 -1124000    78.98166639  -24.86968797
   413000 -1124000    78.97851414  -24.82476366
   414000 -1124000    78.97535517  -24.77986521
   415000 -1124000    78.97218950  -24.73499267
   416000 -1124000    78.96901712  -24.69014607
   417000 -1124000    78.96583805  -24.64532543
   418000 -1124000    78.96265228  -24.60053079
   419000 -1124000    78.95945982  -24.55576219
   420000 -1124000    78.95626069  -24.51101965
   421000 -1124000    78.95305488  -24.46630321
   422000 -1124000    78.94984240  -24.42161289
   423000 -1124000    78.94662327  -24.37694873
   424000 -1124000    78.94339747  -24.33231077
   425000 -1124000    78.94016503  -24.28769902
   426000 -1124000    78.93692594  -24.24311353
   427000 -1124000    78.93368021  -24.19855432
   428000 -1124000    78.93042785  -24.15402143
   429000 -1124000    78.92716886  -24.10951488
   430000 -1124000    78.92390326  -24.06503471
   431000 -1124000    78.92063104  -24.02058094
   432000 -1124000    78.91735221  -23.97615360
   433000 -1124000    78.91406678  -23.93175273
   434000 -1124000    78.91077475  -23.88737835
   435000 -1124000    78.90747613  -23.84303050
   436000 -1124000    78.90417093  -23.79870920
   437000 -1124000    78.90085915  -23.75441449
   438000 -1124000    78.89754080  -23.71014638
   439000 -1124000    78.89421589  -23.66590491
   440000 -1124000    78.89088441  -23.62169012
   441000 -1124000    78.88754638  -23.57750202
   442000 -1124000    78.88420180  -23.53334064
   443000 -1124000    78.88085068  -23.48920602
   444000 -1124000    78.87749303  -23.44509819
   445000 -1124000    78.87412884  -23.40101716
   446000 -1124000    78.87075813  -23.35696297
   447000 -1124000    78.86738091  -23.31293564
   448000 -1124000    78.86399717  -23.26893520
   449000 -1124000    78.86060693  -23.22496169
   450000 -1124000    78.85721019  -23.18101512
   451000 -1124000    78.85380695  -23.13709553
   452000 -1124000    78.85039723  -23.09320293
   453000 -1124000    78.84698103  -23.04933736
   454000 -1124000    78.84355836  -23.00549885
   455000 -1124000    78.84012921  -22.96168742
   456000 -1124000    78.83669361  -22.91790309
   457000 -1124000    78.83325154  -22.87414589
   458000 -1124000    78.82980303  -22.83041585
   459000 -1124000    78.82634807  -22.78671299
   460000 -1124000    78.82288668  -22.74303734
   461000 -1124000    78.81941885  -22.69938892
   462000 -1124000    78.81594460  -22.65576777
   463000 -1124000    78.81246393  -22.61217390
   464000 -1124000    78.80897685  -22.56860733
   465000 -1124000    78.80548336  -22.52506810
   466000 -1124000    78.80198347  -22.48155623
   467000 -1124000    78.79847718  -22.43807174
   468000 -1124000    78.79496451  -22.39461465
   469000 -1124000    78.79144545  -22.35118500
   470000 -1124000    78.78792002  -22.30778280
   471000 -1124000    78.78438822  -22.26440808
   472000 -1124000    78.78085005  -22.22106086
   473000 -1124000    78.77730553  -22.17774116
   474000 -1124000    78.77375465  -22.13444902
   475000 -1124000    78.77019743  -22.09118444
   476000 -1124000    78.76663388  -22.04794745
   477000 -1124000    78.76306398  -22.00473810
   478000 -1124000    78.75948777  -21.96155638
   479000 -1124000    78.75590523  -21.91840232
   480000 -1124000    78.75231638  -21.87527594
   481000 -1124000    78.74872122  -21.83217727
   482000 -1124000    78.74511975  -21.78910633
   483000 -1124000    78.74151200  -21.74606315
   484000 -1124000    78.73789795  -21.70304773
   485000 -1124000    78.73427762  -21.66006011
   486000 -1124000    78.73065102  -21.61710030
   487000 -1124000    78.72701814  -21.57416833
   488000 -1124000    78.72337900  -21.53126422
   489000 -1124000    78.71973360  -21.48838799
   490000 -1124000    78.71608195  -21.44553966
   491000 -1124000    78.71242406  -21.40271924
   492000 -1124000    78.70875992  -21.35992677
   493000 -1124000    78.70508955  -21.31716226
   494000 -1124000    78.70141296  -21.27442573
   495000 -1124000    78.69773015  -21.23171721
   496000 -1124000    78.69404112  -21.18903670
   497000 -1124000    78.69034588  -21.14638424
   498000 -1124000    78.68664444  -21.10375983
   499000 -1124000    78.68293681  -21.06116351
   500000 -1124000    78.67922298  -21.01859529
   501000 -1124000    78.67550298  -20.97605518
   502000 -1124000    78.67177680  -20.93354321
   503000 -1124000    78.66804444  -20.89105940
   504000 -1124000    78.66430593  -20.84860377
   505000 -1124000    78.66056125  -20.80617632
   506000 -1124000    78.65681043  -20.76377709
   507000 -1124000    78.65305345  -20.72140609
   508000 -1124000    78.64929034  -20.67906334
   509000 -1124000    78.64552110  -20.63674886
   510000 -1124000    78.64174573  -20.59446266
   511000 -1124000    78.63796424  -20.55220476
   512000 -1124000    78.63417664  -20.50997518
   513000 -1124000    78.63038293  -20.46777394
   514000 -1124000    78.62658312  -20.42560106
   515000 -1124000    78.62277721  -20.38345654
   516000 -1124000    78.61896522  -20.34134041
   517000 -1124000    78.61514714  -20.29925269
   518000 -1124000    78.61132299  -20.25719339
   519000 -1124000    78.60749277  -20.21516253
   520000 -1124000    78.60365648  -20.17316012
   521000 -1124000    78.59981414  -20.13118618
   522000 -1124000    78.59596575  -20.08924073
   523000 -1124000    78.59211131  -20.04732378
   524000 -1124000    78.58825083  -20.00543535
   525000 -1124000    78.58438432  -19.96357546
   526000 -1124000    78.58051179  -19.92174411
   527000 -1124000    78.57663324  -19.87994133
   528000 -1124000    78.57274867  -19.83816713
   529000 -1124000    78.56885810  -19.79642152
   530000 -1124000    78.56496153  -19.75470453
   531000 -1124000    78.56105897  -19.71301616
   532000 -1124000    78.55715041  -19.67135643
   533000 -1124000    78.55323588  -19.62972535
   534000 -1124000    78.54931537  -19.58812294
   535000 -1124000    78.54538889  -19.54654922
   536000 -1124000    78.54145645  -19.50500421
   537000 -1124000    78.53751806  -19.46348787
   538000 -1124000    78.53357371  -19.42200027
   539000 -1124000    78.52962343  -19.38054142
   540000 -1124000    78.52566720  -19.33911131
   541000 -1124000    78.52170505  -19.29770998
   542000 -1124000    78.51773697  -19.25633742
   543000 -1124000    78.51376297  -19.21499365
   544000 -1124000    78.50978306  -19.17367868
   545000 -1124000    78.50579725  -19.13239253
   546000 -1124000    78.50180553  -19.09113522
   547000 -1124000    78.49780793  -19.04990674
   548000 -1124000    78.49380444  -19.00870712
   302000 -1125000    79.27726680  -29.97352825
   303000 -1125000    79.27488985  -29.92603266
   304000 -1125000    79.27250558  -29.87855827
   305000 -1125000    79.27011401  -29.83110513
   306000 -1125000    79.26771512  -29.78367330
   307000 -1125000    79.26530894  -29.73626280
   308000 -1125000    79.26289546  -29.68887371
   309000 -1125000    79.26047469  -29.64150607
   310000 -1125000    79.25804663  -29.59415994
   311000 -1125000    79.25561129  -29.54683536
   312000 -1125000    79.25316867  -29.49953238
   313000 -1125000    79.25071879  -29.45225105
   314000 -1125000    79.24826163  -29.40499142
   315000 -1125000    79.24579722  -29.35775354
   316000 -1125000    79.24332555  -29.31053746
   317000 -1125000    79.24084663  -29.26334323
   318000 -1125000    79.23836046  -29.21617090
   319000 -1125000    79.23586705  -29.16902052
   320000 -1125000    79.23336641  -29.12189212
   321000 -1125000    79.23085854  -29.07478577
   322000 -1125000    79.22834344  -29.02770152
   323000 -1125000    79.22582113  -28.98063940
   324000 -1125000    79.22329159  -28.93359946
   325000 -1125000    79.22075485  -28.88658177
   326000 -1125000    79.21821091  -28.83958635
   327000 -1125000    79.21565976  -28.79261326
   328000 -1125000    79.21310143  -28.74566255
   329000 -1125000    79.21053590  -28.69873427
   330000 -1125000    79.20796319  -28.65182845
   331000 -1125000    79.20538330  -28.60494515
   332000 -1125000    79.20279624  -28.55808442
   333000 -1125000    79.20020202  -28.51124629
   334000 -1125000    79.19760063  -28.46443083
   335000 -1125000    79.19499208  -28.41763806
   336000 -1125000    79.19237638  -28.37086804
   337000 -1125000    79.18975354  -28.32412082
   338000 -1125000    79.18712356  -28.27739643
   339000 -1125000    79.18448644  -28.23069493
   340000 -1125000    79.18184219  -28.18401636
   341000 -1125000    79.17919081  -28.13736077
   342000 -1125000    79.17653232  -28.09072819
   343000 -1125000    79.17386671  -28.04411868
   344000 -1125000    79.17119399  -27.99753228
   345000 -1125000    79.16851417  -27.95096903
   346000 -1125000    79.16582725  -27.90442898
   347000 -1125000    79.16313324  -27.85791217
   348000 -1125000    79.16043214  -27.81141864
   349000 -1125000    79.15772397  -27.76494845
   350000 -1125000    79.15500871  -27.71850163
   351000 -1125000    79.15228638  -27.67207822
   352000 -1125000    79.14955699  -27.62567828
   353000 -1125000    79.14682054  -27.57930183
   354000 -1125000    79.14407704  -27.53294893
   355000 -1125000    79.14132648  -27.48661962
   356000 -1125000    79.13856888  -27.44031394
   357000 -1125000    79.13580425  -27.39403194
   358000 -1125000    79.13303258  -27.34777365
   359000 -1125000    79.13025389  -27.30153911
   360000 -1125000    79.12746817  -27.25532837
   361000 -1125000    79.12467544  -27.20914148
   362000 -1125000    79.12187570  -27.16297847
   363000 -1125000    79.11906895  -27.11683938
   364000 -1125000    79.11625521  -27.07072425
   365000 -1125000    79.11343447  -27.02463313
   366000 -1125000    79.11060674  -26.97856606
   367000 -1125000    79.10777203  -26.93252308
   368000 -1125000    79.10493034  -26.88650422
   369000 -1125000    79.10208169  -26.84050953
   370000 -1125000    79.09922606  -26.79453905
   371000 -1125000    79.09636348  -26.74859282
   372000 -1125000    79.09349394  -26.70267088
   373000 -1125000    79.09061746  -26.65677326
   374000 -1125000    79.08773403  -26.61090002
   375000 -1125000    79.08484366  -26.56505118
   376000 -1125000    79.08194636  -26.51922678
   377000 -1125000    79.07904214  -26.47342687
   378000 -1125000    79.07613100  -26.42765149
   379000 -1125000    79.07321294  -26.38190067
   380000 -1125000    79.07028797  -26.33617445
   381000 -1125000    79.06735609  -26.29047288
   382000 -1125000    79.06441732  -26.24479596
   383000 -1125000    79.06147166  -26.19914378
   384000 -1125000    79.05851911  -26.15351634
   385000 -1125000    79.05555969  -26.10791370
   386000 -1125000    79.05259338  -26.06233589
   387000 -1125000    79.04962021  -26.01678294
   388000 -1125000    79.04664017  -25.97125490
   389000 -1125000    79.04365328  -25.92575180
   390000 -1125000    79.04065953  -25.88027367
   391000 -1125000    79.03765894  -25.83482056
   392000 -1125000    79.03465151  -25.78939250
   393000 -1125000    79.03163724  -25.74398953
   394000 -1125000    79.02861615  -25.69861168
   395000 -1125000    79.02558823  -25.65325898
   396000 -1125000    79.02255349  -25.60793149
   397000 -1125000    79.01951195  -25.56262922
   398000 -1125000    79.01646359  -25.51735223
   399000 -1125000    79.01340844  -25.47210053
   400000 -1125000    79.01034649  -25.42687419
   401000 -1125000    79.00727776  -25.38167318
   402000 -1125000    79.00420224  -25.33649760
   403000 -1125000    79.00111995  -25.29134746
   404000 -1125000    78.99803089  -25.24622280
   405000 -1125000    78.99493506  -25.20112365
   406000 -1125000    78.99183247  -25.15605004
   407000 -1125000    78.98872313  -25.11100201
   408000 -1125000    78.98560704  -25.06597959
   409000 -1125000    78.98248421  -25.02098282
   410000 -1125000    78.97935465  -24.97601173
   411000 -1125000    78.97621835  -24.93106635
   412000 -1125000    78.97307534  -24.88614672
   413000 -1125000    78.96992560  -24.84125287
   414000 -1125000    78.96676915  -24.79638483
   415000 -1125000    78.96360600  -24.75154264
   416000 -1125000    78.96043615  -24.70672632
   417000 -1125000    78.95725960  -24.66193592
   418000 -1125000    78.95407637  -24.61717145
   419000 -1125000    78.95088645  -24.57243296
   420000 -1125000    78.94768986  -24.52772048
   421000 -1125000    78.94448659  -24.48303404
   422000 -1125000    78.94127666  -24.43837366
   423000 -1125000    78.93806008  -24.39373939
   424000 -1125000    78.93483684  -24.34913124
   425000 -1125000    78.93160695  -24.30454927
   426000 -1125000    78.92837043  -24.25999348
   427000 -1125000    78.92512727  -24.21546392
   428000 -1125000    78.92187748  -24.17096062
   429000 -1125000    78.91862107  -24.12648360
   430000 -1125000    78.91535804  -24.08203290
   431000 -1125000    78.91208840  -24.03760855
   432000 -1125000    78.90881216  -23.99321057
   433000 -1125000    78.90552932  -23.94883900
   434000 -1125000    78.90223989  -23.90449386
   435000 -1125000    78.89894387  -23.86017519
   436000 -1125000    78.89564127  -23.81588302
   437000 -1125000    78.89233209  -23.77161736
   438000 -1125000    78.88901635  -23.72737826
   439000 -1125000    78.88569404  -23.68316575
   440000 -1125000    78.88236518  -23.63897984
   441000 -1125000    78.87902977  -23.59482057
   442000 -1125000    78.87568782  -23.55068797
   443000 -1125000    78.87233932  -23.50658206
   444000 -1125000    78.86898430  -23.46250288
   445000 -1125000    78.86562274  -23.41845045
   446000 -1125000    78.86225467  -23.37442479
   447000 -1125000    78.85888009  -23.33042594
   448000 -1125000    78.85549899  -23.28645393
   449000 -1125000    78.85211140  -23.24250878
   450000 -1125000    78.84871731  -23.19859051
   451000 -1125000    78.84531673  -23.15469916
   452000 -1125000    78.84190967  -23.11083476
   453000 -1125000    78.83849613  -23.06699731
   454000 -1125000    78.83507612  -23.02318687
   455000 -1125000    78.83164964  -22.97940344
   456000 -1125000    78.82821670  -22.93564707
   457000 -1125000    78.82477732  -22.89191776
   458000 -1125000    78.82133148  -22.84821555
   459000 -1125000    78.81787921  -22.80454047
   460000 -1125000    78.81442050  -22.76089254
   461000 -1125000    78.81095536  -22.71727178
   462000 -1125000    78.80748380  -22.67367822
   463000 -1125000    78.80400583  -22.63011187
   464000 -1125000    78.80052144  -22.58657281
   465000 -1125000    78.79703065  -22.54306100
   466000 -1125000    78.79353346  -22.49957649
   467000 -1125000    78.79002989  -22.45611931
   468000 -1125000    78.78651992  -22.41268947
   469000 -1125000    78.78300358  -22.36928700
   470000 -1125000    78.77948087  -22.32591193
   471000 -1125000    78.77595179  -22.28256428
   472000 -1125000    78.77241634  -22.23924407
   473000 -1125000    78.76887455  -22.19595133
   474000 -1125000    78.76532640  -22.15268608
   475000 -1125000    78.76177192  -22.10944834
   476000 -1125000    78.75821110  -22.06623814
   477000 -1125000    78.75464394  -22.02305550
   478000 -1125000    78.75107047  -21.97990043
   479000 -1125000    78.74749068  -21.93677297
   480000 -1125000    78.74390457  -21.89367314
   481000 -1125000    78.74031217  -21.85060096
   482000 -1125000    78.73671346  -21.80755644
   483000 -1125000    78.73310846  -21.76453962
   484000 -1125000    78.72949718  -21.72155051
   485000 -1125000    78.72587961  -21.67858914
   486000 -1125000    78.72225578  -21.63565552
   487000 -1125000    78.71862567  -21.59274969
   488000 -1125000    78.71498930  -21.54987165
   489000 -1125000    78.71134668  -21.50702143
   490000 -1125000    78.70769781  -21.46419905
   491000 -1125000    78.70404270  -21.42140454
   492000 -1125000    78.70038135  -21.37863791
   493000 -1125000    78.69671377  -21.33589918
   494000 -1125000    78.69303997  -21.29318837
   495000 -1125000    78.68935995  -21.25050551
   496000 -1125000    78.68567372  -21.20785061
   497000 -1125000    78.68198128  -21.16522369
   498000 -1125000    78.67828264  -21.12262477
   499000 -1125000    78.67457782  -21.08005388
   500000 -1125000    78.67086680  -21.03751103
   501000 -1125000    78.66714961  -20.99499623
   502000 -1125000    78.66342624  -20.95250952
   503000 -1125000    78.65969671  -20.91005088
   504000 -1125000    78.65596101  -20.86762041
   505000 -1125000    78.65221916  -20.82521804
   506000 -1125000    78.64847116  -20.78284383
   507000 -1125000    78.64471701  -20.74049780
   508000 -1125000    78.64095674  -20.69817995
   509000 -1125000    78.63719033  -20.65589031
   510000 -1125000    78.63341780  -20.61362890
   511000 -1125000    78.62963915  -20.57139573
   512000 -1125000    78.62585439  -20.52919082
   513000 -1125000    78.62206352  -20.48701419
   514000 -1125000    78.61826656  -20.44486586
   515000 -1125000    78.61446350  -20.40274584
   516000 -1125000    78.61065436  -20.36065415
   517000 -1125000    78.60683914  -20.31859081
   518000 -1125000    78.60301784  -20.27655583
   519000 -1125000    78.59919048  -20.23454923
   520000 -1125000    78.59535706  -20.19257103
   521000 -1125000    78.59151758  -20.15062124
   522000 -1125000    78.58767206  -20.10869988
   523000 -1125000    78.58382049  -20.06680696
   524000 -1125000    78.57996289  -20.02494250
   525000 -1125000    78.57609926  -19.98310652
   526000 -1125000    78.57222961  -19.94129903
   527000 -1125000    78.56835394  -19.89952005
   528000 -1125000    78.56447226  -19.85776959
   529000 -1125000    78.56058457  -19.81604767
   530000 -1125000    78.55669089  -19.77435430
   531000 -1125000    78.55279122  -19.73268950
   532000 -1125000    78.54888556  -19.69105328
   533000 -1125000    78.54497392  -19.64944566
   534000 -1125000    78.54105631  -19.60786664
   535000 -1125000    78.53713274  -19.56631625
   536000 -1125000    78.53320320  -19.52479450
   537000 -1125000    78.52926771  -19.48330141
   538000 -1125000    78.52532628  -19.44183698
   539000 -1125000    78.52137890  -19.40040123
   540000 -1125000    78.51742559  -19.35899418
   541000 -1125000    78.51346635  -19.31761583
   542000 -1125000    78.50950119  -19.27626620
   543000 -1125000    78.50553011  -19.23494531
   544000 -1125000    78.50155313  -19.19365316
   545000 -1125000    78.49757024  -19.15238978
   546000 -1125000    78.49358145  -19.11115517
   547000 -1125000    78.48958678  -19.06994934
   548000 -1125000    78.48558622  -19.02877231
   302000 -1126000    79.26842570  -29.98627045
   303000 -1126000    79.26605076  -29.93881136
   304000 -1126000    79.26366850  -29.89137342
   305000 -1126000    79.26127893  -29.84395668
   306000 -1126000    79.25888207  -29.79656118
   307000 -1126000    79.25647791  -29.74918698
   308000 -1126000    79.25406645  -29.70183414
   309000 -1126000    79.25164772  -29.65450269
   310000 -1126000    79.24922170  -29.60719270
   311000 -1126000    79.24678840  -29.55990420
   312000 -1126000    79.24434783  -29.51263725
   313000 -1126000    79.24190000  -29.46539191
   314000 -1126000    79.23944491  -29.41816820
   315000 -1126000    79.23698256  -29.37096621
   316000 -1126000    79.23451295  -29.32378595
   317000 -1126000    79.23203611  -29.27662750
   318000 -1126000    79.22955202  -29.22949088
   319000 -1126000    79.22706070  -29.18237617
   320000 -1126000    79.22456215  -29.13528339
   321000 -1126000    79.22205637  -29.08821260
   322000 -1126000    79.21954337  -29.04116385
   323000 -1126000    79.21702316  -28.99413719
   324000 -1126000    79.21449574  -28.94713266
   325000 -1126000    79.21196112  -28.90015031
   326000 -1126000    79.20941929  -28.85319019
   327000 -1126000    79.20687027  -28.80625235
   328000 -1126000    79.20431407  -28.75933683
   329000 -1126000    79.20175067  -28.71244369
   330000 -1126000    79.19918011  -28.66557294
   331000 -1126000    79.19660236  -28.61872467
   332000 -1126000    79.19401745  -28.57189891
   333000 -1126000    79.19142538  -28.52509571
   334000 -1126000    79.18882615  -28.47831511
   335000 -1126000    79.18621977  -28.43155716
   336000 -1126000    79.18360624  -28.38482190
   337000 -1126000    79.18098557  -28.33810939
   338000 -1126000    79.17835777  -28.29141964
   339000 -1126000    79.17572283  -28.24475274
   340000 -1126000    79.17308077  -28.19810871
   341000 -1126000    79.17043159  -28.15148761
   342000 -1126000    79.16777530  -28.10488947
   343000 -1126000    79.16511189  -28.05831433
   344000 -1126000    79.16244138  -28.01176227
   345000 -1126000    79.15976378  -27.96523328
   346000 -1126000    79.15707908  -27.91872744
