% site name: RINK
% Time      Up        err   East      err    North    err
% years     mm        mm    mm        mm     mm       mm
2007.9310   -32.3     3.2    60.5     1.9   -53.3     1.9
2007.9340   -37.0     3.3    59.0     2.0   -52.5     1.9
2007.9362   -44.1     3.5    59.1     2.0   -52.0     2.0
2007.9390   -38.3     3.2    59.2     1.9   -54.4     1.9
2007.9420   -35.4     3.2    59.2     2.0   -55.0     1.8
2007.9450   -25.6     3.5    59.0     2.0   -50.1     1.9
2007.9472   -26.3     3.5    58.8     2.0   -52.3     2.0
2007.9500   -39.5     3.3    59.3     2.0   -54.1     1.9
2007.9530   -31.5     3.3    60.5     2.0   -51.9     1.9
2007.9554   -36.0     3.2    60.1     2.0   -52.6     1.8
2007.9582   -40.3     3.2    60.9     2.0   -52.3     1.8
2007.9610   -36.1     3.3    61.0     2.0   -52.4     1.9
2007.9640   -44.1     3.6    61.8     2.1   -51.0     2.0
2007.9670   -35.0     3.5    61.5     2.0   -49.2     2.0
2007.9692   -39.2     3.4    60.1     2.0   -52.7     2.0
2007.9720   -33.2     3.3    60.7     2.0   -52.0     1.9
2007.9750   -33.1     3.4    59.7     2.0   -52.4     1.9
2007.9774   -29.5     3.3    59.2     2.0   -53.6     2.0
2007.9802   -32.4     3.2    58.4     2.0   -51.6     1.8
2007.9830   -34.3     3.2    59.5     2.0   -51.5     1.8
2007.9860   -34.1     4.2    59.4     2.3   -53.1     2.2
2007.9884   -30.8     3.2    59.0     2.0   -52.5     1.8
2007.9910   -37.8     3.2    58.4     2.0   -52.5     1.8
2007.9940   -42.2     3.2    59.0     2.0   -51.6     1.8
2007.9970   -34.8     3.2    58.8     2.0   -52.6     1.8
2007.9992   -32.5     3.3    58.5     2.0   -52.0     1.9
2008.0020   -31.0     3.2    58.4     2.0   -52.2     1.8
2008.0050   -34.3     3.1    59.2     1.9   -52.7     1.9
2008.0074   -39.8     3.2    59.0     2.0   -52.8     1.8
2008.0102   -28.7     3.2    59.6     2.0   -53.1     1.8
2008.0130   -25.9     3.5    60.2     2.0   -51.0     1.9
2008.0160   -38.8     3.5    60.1     2.0   -52.2     1.9
2008.0190   -36.9     3.6    59.5     2.1   -52.2     2.0
2008.0212   -40.8     3.5    58.8     2.0   -52.4     1.9
2008.0240   -39.2     3.5    58.5     2.0   -51.7     2.0
2008.0270   -40.8     3.2    58.9     2.0   -51.9     1.8
2008.0294   -37.0     3.2    58.4     2.0   -51.4     1.8
2008.0322   -36.6     3.2    59.4     2.0   -51.9     1.8
2008.0350   -39.8     3.4    57.1     2.0   -51.4     1.9
2008.0380   -33.7     3.5    58.6     2.0   -52.8     2.0
2008.0404   -42.7     3.6    59.8     2.1   -50.5     2.0
2008.0430   -29.8     3.7    57.7     2.1   -52.4     2.0
2008.0460   -36.9     3.6    58.4     2.1   -52.2     2.0
2008.0490   -35.2     3.7    58.0     2.0   -51.9     2.1
2008.0512   -35.8     3.6    58.5     2.0   -51.3     2.0
2008.0540   -30.6     3.3    56.4     2.0   -51.8     1.9
2008.0570   -22.5     3.3    56.7     2.0   -49.6     1.9
2008.0594   -18.9     3.2    57.4     1.9   -54.1     1.9
2008.0622   -26.1     3.2    56.4     1.9   -53.7     1.9
2008.0650   -30.1     3.4    57.0     2.0   -51.5     1.9
2008.0680   -35.6     3.3    58.9     2.0   -51.1     1.9
2008.0710   -40.9     3.3    58.0     2.0   -50.4     1.9
2008.0732   -34.3     3.1    57.7     1.9   -51.5     1.9
2008.0760   -37.7     3.2    57.8     2.0   -50.1     1.8
2008.0790   -38.1     3.3    58.6     2.0   -52.2     1.9
2008.0820   -37.1     3.2    58.3     2.0   -50.7     1.8
2008.0842   -43.4     3.2    57.3     2.0   -50.3     1.8
2008.0870   -29.9     3.4    58.5     2.0   -54.2     1.9
2008.0900   -29.9     3.5    57.6     2.0   -52.8     2.0
2008.0924   -32.0     3.5    56.5     2.0   -51.3     1.9
2008.0950   -42.3     3.3    56.4     2.0   -50.4     1.9
2008.0980   -32.0     3.3    55.5     2.0   -50.2     1.9
2008.1010   -34.9     3.2    56.0     2.0   -50.7     1.8
2008.1033   -34.1     3.2    56.5     2.0   -50.1     1.8
2008.1060   -33.5     3.1    55.7     1.9   -49.5     1.9
2008.1090   -32.6     3.2    56.1     2.0   -49.5     1.8
2008.1120   -37.5     3.3    56.7     2.0   -48.9     1.9
2008.1142   -39.7     3.6    57.7     2.1   -46.9     2.0
2008.1170   -31.2     6.2    57.2     3.5   -49.1     3.1
2008.1200   -11.8     4.5    58.4     2.3   -44.4     2.4
2008.1230   -12.3     3.4    56.8     2.0   -45.0     2.0
2008.1252   -36.4     3.4    58.3     2.0   -50.3     1.9
2008.1280   -33.5     3.4    58.9     2.0   -49.1     2.0
2008.1310   -33.3     3.1    58.4     1.9   -50.4     1.9
2008.1340   -35.2     3.3    58.4     2.0   -49.4     1.9
2008.1362   -32.3     3.7    56.1     2.1   -49.7     2.0
2008.1390   -32.7     3.2    55.1     2.0   -48.4     1.8
2008.1420   -30.4     3.3    57.1     2.0   -50.8     1.9
2008.1444   -30.5     3.2    56.2     2.0   -51.1     1.8
2008.1472   -34.2     3.2    56.9     2.0   -50.7     1.8
2008.1500   -34.8     3.2    56.2     2.0   -49.9     1.8
2008.1530   -25.0     3.2    54.4     2.0   -47.1     1.8
2008.1553   -36.1     3.2    55.1     2.0   -51.1     1.8
2008.1580   -38.2     3.3    55.9     2.0   -50.5     1.9
2008.1610   -36.4     3.2    54.6     2.0   -48.5     1.8
2008.1640   -35.5     3.6    52.6     2.0   -49.6     2.0
2008.1662   -29.3     3.6    55.8     2.0   -49.5     2.0
2008.1690   -35.9     3.5    55.4     2.1   -50.4     2.0
2008.1720   -37.3     3.3    54.8     2.0   -49.1     1.9
2008.1750   -35.3     3.2    56.3     2.0   -49.1     1.8
2008.1772   -34.3     3.4    55.6     2.0   -49.9     1.9
2008.1800   -34.8     3.2    54.5     2.0   -50.2     1.8
2008.1830   -36.1     3.2    54.1     2.0   -49.6     1.8
2008.1860   -31.4     3.2    54.0     2.0   -49.0     1.8
2008.1882   -34.0     3.6    55.9     2.0   -49.2     2.0
2008.1910   -27.5     3.7    53.6     2.0   -49.4     2.1
2008.1940   -29.6     3.7    54.2     2.1   -51.3     2.0
2008.1964   -34.8     3.5    54.1     2.0   -49.7     2.0
2008.1992   -21.0     3.5    55.0     2.0   -47.0     2.0
2008.2020   -31.2     3.6    53.7     2.0   -49.2     2.0
2008.2050   -32.1     3.3    54.2     2.0   -51.1     1.9
2008.2073   -30.6     3.2    54.5     2.0   -50.6     1.8
2008.2100   -33.2     3.3    54.3     2.0   -49.3     1.9
2008.2130   -33.8     3.3    53.8     2.0   -49.9     1.9
2008.2160   -43.8     3.4    55.3     2.0   -49.5     2.0
2008.2182   -37.4     3.4    54.2     2.0   -48.4     1.9
2008.2210   -34.4     3.3    53.6     2.0   -49.6     1.9
2008.2240   -32.5     3.2    53.0     2.0   -49.4     1.8
2008.2270   -31.9     3.3    53.3     2.0   -49.6     1.9
2008.2292   -33.9     3.2    53.0     2.0   -49.7     1.8
2008.2320   -36.2     3.2    55.3     2.0   -50.6     1.8
2008.2350   -37.9     3.4    55.8     2.0   -50.1     1.9
2008.2380   -35.5     3.9    55.2     2.1   -51.0     2.1
2008.2402   -34.2     3.6    54.2     2.0   -49.9     2.0
2008.2430   -29.6     3.4    54.7     2.0   -50.7     2.0
2008.2460   -44.7     3.5    54.5     2.0   -48.4     2.0
2008.2490   -38.8     3.4    53.9     2.0   -50.2     1.9
2008.2512   -46.0     3.2    54.1     2.0   -50.2     1.8
2008.2540   -37.6     3.3    55.1     2.0   -48.6     1.9
2008.2570   -44.3     3.2    55.3     2.0   -49.2     1.8
2008.2593   -40.8     3.4    52.8     2.0   -49.4     2.0
2008.2620   -31.6     3.4    53.8     2.0   -47.1     2.0
2008.2650   -31.5     3.6    54.0     2.0   -48.0     2.0
2008.2680   -38.1     3.5    53.1     2.0   -49.0     1.9
2008.2703   -34.4     3.5    53.2     2.0   -48.0     2.0
2008.2730   -45.4     3.4    53.4     2.0   -49.0     2.0
2008.2760   -37.7     3.6    52.9     2.0   -48.2     2.0
2008.2790   -47.7     3.5    51.7     2.1   -48.5     2.0
2008.2812   -45.3     3.3    53.7     2.0   -49.4     1.9
2008.2840   -35.8     3.5    53.4     2.0   -49.2     2.0
2008.2870   -32.1     3.2    54.4     2.0   -48.3     1.8
2008.2900   -40.9     3.3    55.0     2.0   -47.5     1.9
2008.2923   -30.9     3.5    54.4     2.0   -48.7     2.0
2008.2950   -22.4     3.3    53.7     2.0   -46.6     1.9
2008.2980   -35.9     3.3    54.4     2.0   -46.0     1.9
2008.3010   -39.9     3.4    54.9     2.0   -47.6     2.0
2008.3032   -39.2     3.2    51.9     2.0   -48.0     1.8
2008.3060   -31.5     3.2    53.7     2.0   -46.8     1.8
2008.3090   -50.2     3.2    53.9     1.9   -47.9     1.9
2008.3114   -40.7     3.6    52.9     2.0   -48.9     2.0
2008.3142   -40.8     4.0    52.4     2.3   -48.1     2.1
2008.3170   -46.6     3.4    52.7     2.0   -48.9     2.0
2008.3200   -42.2     3.5    52.3     2.0   -48.1     2.0
2008.3223   -46.1     3.4    51.2     2.0   -48.0     2.0
2008.3250   -48.5     3.5    52.6     2.0   -47.0     2.0
2008.3280   -45.0     3.5    52.4     2.1   -48.3     2.0
2008.3310   -45.3     3.3    52.1     1.9   -47.6     1.9
2008.3332   -45.8     3.3    52.9     1.9   -47.1     1.9
2008.3360   -47.9     3.4    53.3     2.0   -47.3     1.9
2008.3390   -47.0     3.5    52.4     2.0   -48.2     2.0
2008.3420   -51.0     3.5    53.0     2.0   -47.1     2.0
2008.3443   -45.3     3.5    53.1     2.0   -48.4     2.0
2008.3470   -37.9     3.5    53.1     2.0   -47.8     2.0
2008.3500   -42.4     3.3    52.6     2.0   -47.2     1.9
2008.3530   -47.1     3.3    53.1     2.0   -46.3     1.9
2008.3552   -45.2     3.3    53.0     2.0   -46.1     1.9
2008.3580   -39.4     3.2    53.1     2.0   -47.4     1.8
2008.3610   -42.0     3.2    53.1     2.0   -46.6     1.8
2008.3634   -41.2     3.2    53.5     2.0   -47.1     1.8
2008.3662   -45.6     3.3    51.3     2.0   -46.8     1.9
2008.3690   -52.0     3.2    51.9     2.0   -46.2     1.8
2008.3720   -41.9     3.2    52.7     2.0   -45.5     1.8
2008.3743   -39.7     3.3    52.8     2.0   -47.7     1.9
2008.3770   -41.2     3.2    52.3     2.0   -46.3     1.8
2008.3800   -38.7     3.2    53.4     2.0   -45.5     1.8
2008.3830   -40.2     3.3    54.0     2.0   -46.4     1.9
2008.3853   -47.0     3.4    52.5     2.0   -46.7     2.0
2008.3880   -38.7     3.5    52.0     2.0   -46.6     1.9
2008.3910   -38.4     3.7    52.8     2.1   -47.0     2.0
2008.3940   -39.5     3.4    51.1     2.0   -47.4     2.0
2008.3962   -41.3     3.5    52.5     2.0   -46.5     2.0
2008.3990   -43.5     3.4    53.0     2.0   -46.0     1.9
2008.4020   -34.3     3.3    51.8     2.0   -44.5     1.9
2008.4050   -39.5     3.3    52.0     2.0   -46.7     1.9
2008.4073   -24.4     3.5    51.2     2.0   -42.8     2.0
2008.4130   -28.3     3.3    51.7     2.0   -44.5     2.0
2008.4160   -41.4     3.5    52.3     2.0   -45.1     2.0
2008.4182   -38.6     3.4    51.5     2.0   -45.6     2.0
2008.4210   -34.7     3.5    51.9     2.0   -47.1     1.9
2008.4240   -39.9     3.4    52.1     2.0   -45.2     2.0
2008.4263   -42.6     3.4    51.8     2.0   -45.9     1.8
2008.4291   -46.1     3.2    52.1     2.0   -45.8     1.8
2008.4320   -39.3     3.2    52.7     2.0   -45.1     1.9
2008.4350   -38.3     3.3    52.5     2.1   -42.5     2.0
2008.4373   -31.2     3.7    51.6     2.0   -44.0     2.0
2008.4400   -44.4     3.4    52.3     2.0   -47.6     1.9
2008.4430   -47.5     3.3    52.2     2.0   -48.5     1.9
2008.4460   -43.3     3.3    52.5     2.0   -46.7     1.8
2008.4482   -44.1     3.2    50.6     2.0   -46.0     1.8
2008.4510   -25.8     3.2    50.2     2.0   -40.2     1.9
2008.4540   -31.3     3.3    50.2     2.0   -44.7     1.9
2008.4570   -41.0     3.3    51.8     2.2   -45.8     2.1
2008.4593   -40.7     3.7    51.1     2.0   -46.4     2.0
2008.4620   -39.1     3.4    50.7     2.0   -46.6     2.0
2008.4650   -34.5     3.5    50.4     2.0   -45.8     1.9
2008.4680   -37.9     3.4    50.9     2.0   -47.6     1.9
2008.4702   -40.9     3.3    50.9     2.0   -47.6     2.0
2008.4730   -42.9     3.4    49.8     2.0   -46.5     1.8
