% site name: QAAR
% Time      Up        err   East      err    North    err
% years     mm        mm    mm        mm     mm       mm
2008.0622   -25.7     3.3    63.4     1.9   -40.7     2.0
2008.0650   -18.9     3.4    62.4     1.9   -39.7     2.0
2008.0680   -22.3     3.4    64.1     1.9   -39.6     2.0
2008.0710   -27.3     3.4    63.6     1.9   -40.3     2.0
2008.0732   -29.8     3.3    63.0     1.8   -38.8     1.9
2008.0760   -28.0     3.3    64.4     1.8   -39.6     1.9
2008.0790   -29.7     3.4    65.8     1.9   -41.2     2.0
2008.0820   -30.0     3.4    64.7     1.9   -40.6     2.0
2008.0842   -31.4     3.3    64.9     1.8   -40.3     1.9
2008.0870   -27.4     3.4    64.4     1.9   -42.2     2.0
2008.0900   -26.4     3.4    64.4     1.9   -40.8     2.0
2008.0924   -27.5     3.4    63.7     1.9   -39.5     2.0
2008.0950   -25.9     3.4    62.9     1.9   -38.3     2.0
2008.0980   -27.0     3.4    61.3     1.9   -40.2     2.0
2008.1010   -36.5     3.4    61.6     1.9   -42.1     2.0
2008.1033   -20.6     3.3    62.6     1.9   -38.4     2.0
2008.1060   -26.6     3.3    62.1     1.9   -39.6     2.0
2008.1090   -25.4     3.3    61.5     1.9   -38.7     2.0
2008.1120   -28.1     3.4    62.9     1.9   -40.0     2.0
2008.1142   -26.6     3.5    63.3     1.9   -37.0     2.1
2008.1170   -34.9     3.6    62.8     1.9   -38.8     2.1
2008.1200   -26.6     3.4    62.3     1.9   -38.5     2.0
2008.1230   -29.2     3.4    62.4     1.9   -38.5     2.0
2008.1252   -27.5     3.5    64.3     2.0   -39.8     2.0
2008.1280   -25.5     3.3    64.3     1.9   -38.6     2.0
2008.1310   -23.7     3.3    63.4     1.9   -39.9     2.0
2008.1340   -22.4     3.4    65.0     1.9   -38.4     2.0
2008.1362   -30.9     3.7    62.9     2.0   -39.4     2.2
2008.1390   -24.9     3.2    62.0     1.9   -38.8     2.0
2008.1420   -25.4     3.4    62.8     1.9   -40.0     2.0
2008.1444   -25.5     3.2    62.8     1.9   -39.9     2.0
2008.1472   -22.4     3.3    61.5     1.9   -38.2     2.0
2008.1500   -25.3     3.3    62.0     1.9   -38.7     2.0
2008.1530   -29.6     3.3    62.0     1.9   -37.9     2.0
2008.1553   -28.5     3.3    60.6     1.9   -40.3     2.0
2008.1580   -26.2     3.4    61.3     1.9   -40.7     2.0
2008.1610   -25.4     3.4    60.1     1.9   -39.3     2.0
2008.1640   -26.2     3.6    59.0     1.9   -39.0     2.1
2008.1662   -23.7     3.6    61.5     2.0   -38.8     2.1
2008.1690   -32.8     3.6    60.7     1.9   -41.3     2.1
2008.1720   -27.6     3.4    61.1     1.9   -39.0     2.0
2008.1750   -26.2     3.3    60.8     1.9   -37.7     2.0
2008.1772   -27.0     3.6    60.4     1.9   -38.0     2.1
2008.1800   -24.9     3.4    60.3     1.9   -39.3     2.0
2008.1830   -25.1     3.3    59.8     1.9   -40.1     2.0
2008.1860   -22.5     3.4    59.7     1.9   -39.3     2.0
2008.1882   -31.3     3.9    60.3     2.0   -39.5     2.2
2008.1910   -16.5     3.6    59.4     1.9   -37.0     2.1
2008.1940   -20.4     3.9    60.1     2.0   -39.6     2.2
2008.1964   -31.7     3.5    61.3     1.9   -39.6     2.1
2008.1992   -33.0     3.5    59.8     2.0   -40.2     2.0
2008.2020   -23.9     3.6    60.0     1.9   -39.9     2.1
2008.2050   -31.0     3.4    59.8     1.9   -40.9     2.0
2008.2073   -29.1     3.3    60.1     1.9   -41.0     2.0
2008.2100   -36.1     3.6    59.6     2.0   -39.3     2.0
2008.2130   -23.0     3.5    60.5     1.9   -37.7     2.1
2008.2160   -26.4     3.5    60.6     1.9   -38.7     2.1
2008.2182   -28.9     3.5    60.9     1.9   -39.8     2.1
2008.2210   -27.7     3.4    58.9     1.9   -39.4     2.0
2008.2240   -24.4     3.3    58.7     1.9   -37.3     2.0
2008.2270   -25.1     3.4    60.1     1.9   -39.2     2.0
2008.2292   -30.0     3.3    59.5     1.9   -40.4     2.0
2008.2320   -30.4     3.3    61.4     1.9   -40.1     2.0
2008.2350   -25.3     3.4    62.1     1.9   -38.9     2.0
2008.2380   -26.2     3.7    61.4     2.0   -39.4     2.2
2008.2402   -24.7     3.7    60.3     2.0   -38.2     2.1
2008.2430   -24.9     3.4    62.2     1.9   -39.0     2.0
2008.2460   -25.0     3.4    60.5     1.9   -38.4     2.0
2008.2490   -28.3     3.4    60.6     1.9   -39.5     2.0
2008.2512   -33.9     3.3    60.3     1.9   -40.9     2.0
