% site name: DKSG
% Time      Up        err   East      err    North    err
% years     mm        mm    mm        mm     mm       mm
2007.9062   -48.6     3.5    68.5     1.7   -30.6     1.9
2007.9090   -50.3     3.4    69.1     1.7   -29.6     1.9
2007.9120   -55.4     3.5    68.0     1.7   -28.8     1.9
2007.9144   -53.9     3.5    67.4     1.7   -28.9     1.9
2007.9172   -51.5     3.4    67.7     1.7   -28.8     1.9
2007.9200   -48.8     3.4    65.8     1.7   -27.8     1.9
2007.9230   -47.8     3.5    66.4     1.7   -28.4     1.9
2007.9254   -46.1     3.4    67.2     1.7   -29.5     1.9
2007.9281   -50.0     3.4    67.1     1.7   -29.2     1.9
2007.9310   -49.8     3.4    66.7     1.7   -28.8     1.9
2007.9340   -48.4     3.4    67.1     1.7   -28.4     1.9
2007.9362   -53.0     3.4    66.4     1.7   -28.1     1.9
2007.9390   -54.6     3.4    66.6     1.7   -29.3     1.9
2007.9420   -56.9     3.5    66.2     1.7   -29.9     1.9
2007.9450   -52.2     3.5    66.8     1.7   -27.7     1.9
2007.9472   -54.6     3.5    66.3     1.7   -28.9     1.9
2007.9500   -51.5     3.4    66.9     1.7   -30.0     1.9
2007.9530   -52.9     3.4    67.5     1.7   -28.3     1.9
2007.9554   -53.4     3.5    66.8     1.7   -28.8     1.9
2007.9582   -58.5     3.5    67.8     1.7   -28.2     1.9
2007.9610   -56.9     3.5    67.7     1.7   -27.7     1.9
2007.9640   -55.7     3.5    67.5     1.7   -26.4     1.9
2007.9670   -54.2     3.5    67.0     1.7   -26.2     1.9
2007.9692   -56.3     3.5    67.5     1.7   -28.2     1.9
2007.9720   -54.9     3.5    67.0     1.7   -27.6     1.9
2007.9750   -46.4     3.4    66.0     1.7   -28.0     1.9
2007.9774   -47.0     3.4    65.2     1.7   -29.1     1.9
2007.9802   -41.9     3.5    65.6     1.7   -26.7     1.9
2007.9830   -47.6     3.5    66.0     1.7   -27.1     1.9
2007.9860   -49.9     3.4    66.0     1.7   -27.4     1.9
2007.9884   -51.0     3.5    66.3     1.7   -28.2     1.9
2007.9910   -47.1     3.5    64.9     1.7   -27.9     1.9
2007.9940   -51.9     3.5    65.3     1.7   -27.2     1.9
2007.9970   -49.5     3.5    65.8     1.7   -27.3     1.9
2007.9992   -56.2     3.4    65.2     1.7   -27.3     1.9
2008.0020   -52.2     3.4    65.6     1.7   -28.0     1.9
2008.0050   -46.0     3.5    66.5     1.7   -28.2     1.9
2008.0074   -50.3     3.4    66.9     1.7   -28.4     1.9
2008.0102   -50.0     3.3    66.2     1.7   -29.2     1.8
